Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22
2005,Región de Tarapacá,4) 250 o más trabajadores informados,35,29226893.97,17753,2874560.5629693,11261.91285705,5283,809054.99005625,3856.0824112731,12460,2064542.0556715,7403.413795495,7764,623631.7758346901,0,3222,221852.3715244856,0,4542,400807.26796531,0
2005,Región de Antofagasta,0) Sin trabajadores,18675,12422967.88,0,0,0,0,0,0,0,0,0,11641,294582.1334234114,0,6497,125655.9639424748,0,5144,168082.6089664716,0
2005,Región de Antofagasta,1) 1 a 9 trabajadores,3986,14298439.55,12037,989954.283132271,7645.3306973195,5077,377741.2524304156,3360.748941166,6939,611280.5521498236,4276.1650932687,7784,423614.3745488362,0,3717,187410.4553750496,0,4067,234878.1300875098,0
2005,Región de Antofagasta,2) 10 a 49 trabajadores,1244,21564720.88,26719,2574646.381796073,14360.7429658058,8003,719222.1093918562,4767.7480337626,18648,1851930.993226047,9572.7449788285,10002,602889.8624805307,0,3743,210538.5683496975,0,6259,391394.8587935694,0
2005,Región de Antofagasta,3) 50 a 249 trabajadores,354,33819848.39,35563,4548321.80490362,19352.4074526076,7768,1066555.456872857,4934.1649148357,27752,3480341.73822886,14409.9091637181,10270,560964.6701533068,0,3733,171267.1016013612,0,6537,389003.556758109,0
2005,Región de Antofagasta,4) 250 o más trabajadores informados,77,131580025.65,47557,10771727.5267399,31532.740577658,14228,2554532.23706173,10656.9978201744,33298,8212236.5082002,20863.159534511,11223,785026.667244524,0,4752,280162.2082250553,0,6471,503109.425236396,0
2005,Región de Atacama,0) Sin trabajadores,9983,4858014.56,0,0,0,0,0,0,0,0,0,5079,143334.5373552936,0,2198,38116.8920157381,0,2881,105213.4751326827,0
2005,Región de Atacama,1) 1 a 9 trabajadores,2290,6083002.16,6755,419718.742506132,4398.5819265991,2570,146651.8280603408,1719.3328089406,4175,272805.4915892936,2677.0824501216,3494,173914.4347750375,0,1311,59703.003942865,0,2183,114208.5877199383,0
2005,Región de Atacama,2) 10 a 49 trabajadores,610,6978364.4,12781,866885.82449413,6481.9131550227,3265,222183.914330362,1770.1657965479,9496,644317.5677622824,4706.1640379733,2962,166797.080993411,0,1012,51936.8947853081,0,1950,114690.8547046454,0
2005,Región de Atacama,3) 50 a 249 trabajadores,232,14470286.61,25773,2171992.17860691,11359.5755610524,5542,515751.2481411491,2623.665120277,20201,1655058.057273498,8728.7438017054,4494,247581.1068015686,0,1629,71082.6130812953,0,2865,176319.944478288,0
2005,Región de Atacama,4) 250 o más trabajadores informados,55,74843979.08,34323,5158012.94533516,18127.324069974,8150,1101396.96719884,4836.5815065732,26149,4054221.36604485,13282.242702488,4897,330574.978690245,0,1695,92598.109546492,0,3202,236597.218338443,0
2005,Región de Coquimbo,0) Sin trabajadores,25080,16717466.6,0,0,0,0,0,0,0,0,0,14592,256105.6493761592,0,6656,89848.3033117686,0,7936,165875.1800205405,0
2005,Región de Coquimbo,1) 1 a 9 trabajadores,5605,15091175.4,16019,1037510.275322302,11165.3302891676,5802,366550.7723967834,4057.9988772207,10208,670486.7516157571,7100.4980831081,8070,323554.2230134763,0,3189,125275.4409703791,0,4881,197971.9617080064,0
2005,Región de Coquimbo,2) 10 a 49 trabajadores,1318,20997096.17,28195,2065904.979300772,16134.8263965275,8318,647195.8175407185,4997.081393203,19860,1414554.498882589,11128.1617310972,7597,388868.4211633274,0,2573,125340.1383473475,0,5024,263123.9825553293,0
2005,Región de Coquimbo,3) 50 a 249 trabajadores,399,17717515.7,40912,3452293.78146326,18865.7384662659,12139,1108580.470416678,6032.0800789591,28736,2340748.019333671,12825.2416359791,7910,443619.3724664256,0,2776,135333.1055346501,0,5134,308071.7020511201,0
2005,Región de Coquimbo,4) 250 o más trabajadores informados,95,28566498.73,61821,6214870.82401541,30025.650219038,24029,2293981.130973601,12170.4105735669,37733,3915585.72206587,17841.572948429,10822,658182.1755987728,0,4266,226850.3541935407,0,6556,430754.202504463,0
2005,Región de Valparaíso,0) Sin trabajadores,67861,67916378.86,0,0,0,0,0,0,0,0,0,37952,1167320.663186373,0,19858,487734.4369043705,0,18094,672729.2370508466,0
2005,Región de Valparaíso,1) 1 a 9 trabajadores,17526,135293041.05,50860,3993585.709773369,35898.4074877976,17973,1338674.689114997,12943.9968149756,32828,2652044.423484423,22928.2439900782,31038,1771690.514967754,0,12935,702565.0132067783,0,18103,1064586.196442667,0
2005,Región de Valparaíso,2) 10 a 49 trabajadores,4273,76151400.73,88972,7353511.519340642,53871.1462823169,27326,2211255.938234703,17273.9939917238,61564,5135469.84711659,36563.9857744396,28797,1609619.165114081,0,10388,534061.994377627,0,18409,1070204.34216247,0
2005,Región de Valparaíso,3) 50 a 249 trabajadores,1118,82001503.53,110698,10297530.38964712,58591.8045811545,36113,3239634.531153072,19407.65745087069,74283,7048136.936294927,39151.230469831,29724,1759453.719139708,0,11622,587746.9705562685,0,18102,1162739.35774533,0
2005,Región de Valparaíso,4) 250 o más trabajadores informados,250,398590986.07,194718,32926558.843205,125802.128540429,64672,9006821.74518489,40209.7366503542,129906,23891322.19026944,85555.3074507527,44517,3073062.316486182,0,17539,1027774.128998121,0,26978,2036054.611262923,0
2005,Región del Libertador Gral. Bernardo O’Higgins,0) Sin trabajadores,33454,39917571.17,0,0,0,0,0,0,0,0,0,12946,274266.3683899099,0,5967,104471.8680737414,0,6979,168495.8110499885,0
2005,Región del Libertador Gral. Bernardo O’Higgins,1) 1 a 9 trabajadores,8818,47816486.97,24793,1618852.388701419,17229.1621316471,7262,485829.773679842,5097.248660305,17496,1131434.45130849,12117.746790884,9042,436148.1930545512,0,3735,159710.1348142019,0,5307,275099.2938602102,0
2005,Región del Libertador Gral. Bernardo O’Higgins,2) 10 a 49 trabajadores,2089,45090867.1,45449,2867845.28431581,24295.4882209,12010,792869.9659016901,6296.9968284541,33396,2073553.071807729,17990.3247904341,8372,457464.8252217336,0,2709,148898.7242443399,0,5663,307237.4626395048,0
2005,Región del Libertador Gral. Bernardo O’Higgins,3) 50 a 249 trabajadores,798,31329763.74,85280,4892143.82387857,34943.1404847969,28159,1519576.328705904,10899.7412934099,56973,3369847.529501197,24020.0658612048,9734,580397.3012366653,0,3378,167932.883672105,0,6356,409815.3367515883,0
2005,Región del Libertador Gral. Bernardo O’Higgins,4) 250 o más trabajadores informados,216,86343854.39,120874,10084849.37759653,55750.79818917,49304,3402191.42574374,21283.318373682,71362,6678854.46766146,34447.979862208,10237,560116.288942023,0,3960,193904.4083328384,0,6277,365952.2926001037,0
2005,Región del Maule,0) Sin trabajadores,45857,24828620.53,0,0,0,0,0,0,0,0,0,17864,379739.5070063564,0,9460,151361.1129620009,0,8404,228304.5512755059,0
2005,Región del Maule,1) 1 a 9 trabajadores,11353,27187233.36,31353,1831655.526314424,21352.6605140496,9015,547960.9920648983,6279.6648842193,22300,1280391.133481701,15063.9123181826,12108,463332.91238916,0,5139,176711.826420984,0,6969,286349.1361040782,0
2005,Región del Maule,2) 10 a 49 trabajadores,2251,32291587.4,46250,3091562.615739984,26720.0720542368,11226,837321.1537624637,6799.9140075881,34982,2253524.05462801,19911.6581074066,8805,470956.6546443314,0,2890,166121.3795643017,0,5915,304060.3428316164,0
2005,Región del Maule,3) 50 a 249 trabajadores,691,47083731.58,71120,4673175.37966167,33541.7296963003,19146,1338814.075987084,8987.4944406609,51898,3331464.598192075,24536.1518852215,11969,554144.9030402056,0,4094,164236.3006937575,0,7875,389134.1870856143,0
2005,Región del Maule,4) 250 o más trabajadores informados,157,30942285.98,101940,9507206.5531952,51677.806314595,43469,4078451.690190212,22166.155293519,58373,5427618.44642719,29502.4843307849,11460,659973.0905280672,0,4365,220674.2054022793,0,7095,437959.2493466556,0
2005,Región del Biobío,0) Sin trabajadores,48250,39275361.16,0,0,0,0,0,0,0,0,0,31725,876232.3388006301,0,15045,291943.9023456335,0,16680,582950.2421250464,0
2005,Región del Biobío,1) 1 a 9 trabajadores,12527,55252594.09,37270,2823387.944737001,25800.4929663588,12594,929973.1744074558,9116.9144089819,24625,1890772.930215612,16673.0785694954,27110,1313540.075203742,0,10461,441474.0370611533,0,16649,870308.389182718,0
2005,Región del Biobío,2) 10 a 49 trabajadores,3371,61626882.27,70289,6343104.692792095,42779.6505280732,17698,1729059.609449618,12194.413119477,52522,4611543.270929303,30568.0707658318,27480,1363651.725715884,0,9104,429717.2514511902,0,18376,932696.885294232,0
2005,Región del Biobío,3) 50 a 249 trabajadores,1002,109768303.82,102432,10210369.81780973,56961.1410564341,19232,2251357.538536573,12662.7459593033,82998,7951318.290080576,44278.4784846414,25830,1269912.520958426,0,7862,384723.8720351065,0,17968,883905.6996689899,0
2005,Región del Biobío,4) 250 o más trabajadores informados,248,137400225.83,169710,24072779.1947687,104777.712482397,52481,7852752.585289216,36887.573244909,117008,16210325.21358993,67862.055252131,40066,2114478.594041489,0,16272,758378.1774068306,0,23794,1353410.390481072,0
2005,Región de La Araucanía,0) Sin trabajadores,33073,18632570.19,0,0,0,0,0,0,0,0,0,14822,291829.436412164,0,6402,111710.1125948855,0,8420,180109.7382325509,0
2005,Región de La Araucanía,1) 1 a 9 trabajadores,7647,23459076.19,21743,1399881.889153109,15065.3292018885,6913,453509.9528364971,4791.9986745798,14809,945301.4747655984,10262.9138795978,11027,454846.7131366907,0,4177,169795.6061923048,0,6850,284143.4959630781,0
2005,Región de La Araucanía,2) 10 a 49 trabajadores,1636,24316399.03,33599,2549928.052532664,20425.6589450902,9178,809787.1417439001,6029.4980328719,24391,1739189.920460653,14387.6609847894,9086,425094.6079085702,0,2936,130367.4864936706,0,6150,291702.6488411224,0
2005,Región de La Araucanía,3) 50 a 249 trabajadores,401,25042450.17,40837,3759429.00876635,22681.2399416099,10164,1278240.839848766,6489.7479113977,30622,2478688.8547717,16174.9919619854,12676,559092.8328741615,0,4883,183541.0479622709,0,7793,374245.6586334867,0
2005,Región de La Araucanía,4) 250 o más trabajadores informados,99,26655416.67,69441,8481177.1854545,41970.65116867,21535,3394013.363573483,14849.8297073682,47311,5084165.67513562,27105.9045166179,14040,879028.445853802,0,5645,336793.8658714865,0,8395,540464.206761606,0
2005,Región de Los Lagos,0) Sin trabajadores,28843,38422366.24,0,0,0,0,0,0,0,0,0,20066,556395.7743950388,0,8573,177167.3250841077,0,11493,377737.2418983913,0
2005,Región de Los Lagos,1) 1 a 9 trabajadores,9486,29034518.69,27685,1948805.654966733,19182.1615500306,8183,551447.8302468397,5598.9983884919,19423,1393500.496357746,13568.8298174256,13414,537793.7400415081,0,5133,180962.3728579986,0,8281,353831.70017218,0
2005,Región de Los Lagos,2) 10 a 49 trabajadores,1994,43997719.17,39696,3375230.465301161,24081.9907488249,10476,872797.4117441977,6478.1642587252,29154,2497604.005728979,17590.8265570044,14754,664627.619407165,0,4495,194823.0878485697,0,10259,467579.2056699697,0
2005,Región de Los Lagos,3) 50 a 249 trabajadores,498,47247368.68,52176,5094256.83770876,29763.4873127977,13214,1359138.701211609,8119.0804337657,38865,3723711.460918171,21626.9069259268,16208,675402.0644434914,0,4819,195938.3181017612,0,11389,477040.272360787,0
2005,Región de Los Lagos,4) 250 o más trabajadores informados,135,94013575.24,114397,11407539.3632456,61506.637660842,47752,4107469.20708291,24675.1543431831,66475,7296045.637112,36818.06704342,19566,1114291.155393205,0,7989,387054.8449003945,0,11577,725879.8082682124,0
2005,Región Aisén del Gral.Carlos Ibáñez del Campo,0) Sin trabajadores,4599,3171760.31,0,0,0,0,0,0,0,0,0,2957,82125.2474849094,0,1237,28038.6994752873,0,1720,54086.5490480686,0
2005,Región Aisén del Gral.Carlos Ibáñez del Campo,1) 1 a 9 trabajadores,991,2210741.84,2836,121959.150332927,1716.41601713,1038,42861.2401251534,641.1664226195,1791,78994.5412658877,1072.6662593006,1428,55620.7392818986,0,483,16348.189496316,0,945,38228.1081800905,0
2005,Región Aisén del Gral.Carlos Ibáñez del Campo,2) 10 a 49 trabajadores,272,*,5663,*,3078.4151880719,1800,99458.9463263857,1037.0829067068,3833,*,2040.4156247407,1852,*,0,469,*,0,1383,*,0
2005,Región Aisén del Gral.Carlos Ibáñez del Campo,3) 50 a 249 trabajadores,75,*,7688,*,3914.3310613651,2173,169522.1684617882,1276.0827382477,5501,*,2635.4149729032,2189,*,0,668,*,0,1521,*,0
2005,Región Aisén del Gral.Carlos Ibáñez del Campo,4) 250 o más trabajadores informados,8,*,7743,*,4855.33175667,3629,409221.2343764,2306.749279022,4066,*,2543.83244322,1103,*,0,470,*,0,633,*,0
2005,Región de Magallanes y de la Antártica Chilena,0) Sin trabajadores,6611,4448630.44,0,0,0,0,0,0,0,0,0,3039,74840.0429747295,0,1520,25484.3979470298,0,1519,49327.9500919928,0
2005,Región de Magallanes y de la Antártica Chilena,1) 1 a 9 trabajadores,2565,6990812.04,8388,373591.883863497,5394.9148385066,2895,124603.2124773915,1939.9160846757,5470,247787.0642515553,3442.1654146209,3711,145231.7316739988,0,1412,48012.2131886397,0,2299,94569.0233202761,0
2005,Región de Magallanes y de la Antártica Chilena,2) 10 a 49 trabajadores,580,10447120.7,11628,704904.317598194,6793.2472801788,3198,188114.4317824338,2008.1659972174,8412,516507.9855040033,4782.4979618193,4375,189554.4982921589,0,1408,56326.0116704284,0,2967,132429.1242356854,0
2005,Región de Magallanes y de la Antártica Chilena,3) 50 a 249 trabajadores,163,12189538.25,15808,1163283.45868576,8490.4126253147,4808,305343.694435311,2743.3321393749,10967,837713.61098198,5736.24712251,5562,227279.4240340445,0,2051,65211.2735700508,0,3511,160580.2063413707,0
2005,Región de Magallanes y de la Antártica Chilena,4) 250 o más trabajadores informados,25,11243948.32,16668,1627915.4625278,10105.99625401,6051,681773.7557076,4199.4989314049,10593,945555.507819,5903.830543507,3397,185516.5400546,0,1331,68118.209437597,0,2066,117238.31534572,0
2005,Región Metropolitana de Santiago,0) Sin trabajadores,263610,779708188.99,0,0,0,0,0,0,0,0,0,195784,11207527.47518073,0,91013,4723821.565000458,0,104771,6435036.191275296,0
2005,Región Metropolitana de Santiago,1) 1 a 9 trabajadores,65955,684124972.44,205745,28474295.82670878,147591.047097714,72324,8737707.19082938,52304.487162244,132848,19609807.5669785,95097.8099905666,247318,17952328.24951058,0,105630,7282217.448104532,0,141688,10593458.28581457,0
2005,Región Metropolitana de Santiago,2) 10 a 49 trabajadores,20973,1333935042.05,440337,70198464.2133483,286656.0746131889,131895,18738483.06898088,89795.64050261841,307495,51301876.17596361,196606.8513759853,316039,21805291.20502315,0,129332,8299321.000324677,0,186707,13429165.81618478,0
2005,Región Metropolitana de Santiago,3) 50 a 249 trabajadores,6555,1694681705.14,691551,118527044.2657948,416554.8412546732,203707,32013314.70956181,130802.2060390686,486517,86372225.54124369,285518.0519022239,351006,20405735.4157805,0,161333,7557510.158478339,0,189673,12766146.88731636,0
2005,Región Metropolitana de Santiago,4) 250 o más trabajadores informados,2209,4493086787.76,2184638,402471160.432788,1364452.774571256,757145,113429561.1916043,485690.8398800323,1424125,288663891.8350875,878239.8496500253,742837,39882939.30052394,0,416649,14629889.8352008,0,326188,25105358.12628027,0
2005,Región de Los Ríos,0) Sin trabajadores,12856,7888108.1,0,0,0,0,0,0,0,0,0,8436,156552.4007066664,0,3870,53622.7752306095,0,4566,102677.2495833003,0
2005,Región de Los Ríos,1) 1 a 9 trabajadores,3996,11545717.83,11329,794417.152168809,8194.3313423099,3315,229230.274970745,2399.9994104476,8005,564566.3741333613,5788.2485914394,6067,259311.5978431434,0,2133,89046.44072016599,0,3934,170225.4285659882,0
2005,Región de Los Ríos,2) 10 a 49 trabajadores,797,14381014.96,15833,1347559.162739807,10010.1632989655,3505,318548.7300933443,2303.8326187604,12315,1028599.000610742,7700.9140385826,5887,293655.5989117486,0,1762,78746.4960371246,0,4125,214851.5391726135,0
2005,Región de Los Ríos,3) 50 a 249 trabajadores,163,15074130.94,16637,1564484.43043167,9537.3292903975,3613,376193.9693581256,2268.8324922032,13012,1188016.73824998,7266.080103863,4853,188268.8410422219,0,1679,45897.5665674391,0,3174,141877.5691924599,0
2005,Región de Los Ríos,4) 250 o más trabajadores informados,34,17244984.86,26222,4441749.4005141,17240.078201359,9854,1742469.935202464,6967.3319120783,16343,2699059.56206647,10270.579546041,7111,386060.796162907,0,3130,145974.43001465,0,3981,239155.433533172,0
2005,Región de Arica y Parinacota,0) Sin trabajadores,8929,2962368.27,0,0,0,0,0,0,0,0,0,5686,64379.1772441543,0,2490,22803.6703012791,0,3196,41552.2444889051,0
2005,Región de Arica y Parinacota,1) 1 a 9 trabajadores,3228,5838109.89,8585,353423.365363633,5568.8314549306,3643,146398.6096122018,2426.4992104299,4912,205998.4361175838,3126.8322586681,3978,116232.5053424506,0,1572,42157.5595966378,0,2406,73881.7210226762,0
2005,Región de Arica y Parinacota,2) 10 a 49 trabajadores,555,6556329.03,10974,584032.981879257,6423.4139434191,3389,172622.9888647141,2102.4991924648,7558,410757.6263953695,4309.6647761715,3021,177965.3638793317,0,1033,63811.2073113084,0,1988,114083.2885047186,0
2005,Región de Arica y Parinacota,3) 50 a 249 trabajadores,93,*,9282,*,5092.9976177417,2512,172125.751259317,1636.4161314195,6754,*,3449.0815072015,2266,*,0,727,*,0,1539,*,0
2005,Región de Arica y Parinacota,4) 250 o más trabajadores informados,17,*,12389,*,7950.163929018,4633,756546.22767665,3510.6660172512,7745,*,4437.747989618,2774,*,0,1180,*,0,1594,*,0
2005,Región de Ñuble,0) Sin trabajadores,18632,9131202.65,0,0,0,0,0,0,0,0,0,7390,91330.5532374455,0,3567,38267.9956952786,0,3823,53060.0863620515,0
2005,Región de Ñuble,1) 1 a 9 trabajadores,4471,10876856.97,11949,702355.999143214,8652.2479766614,3313,206864.7992590306,2416.6661127032,8629,495301.7115432574,6232.9985232931,3975,134400.0473288238,0,1731,47557.0258211136,0,2244,86192.118878139,0
2005,Región de Ñuble,2) 10 a 49 trabajadores,869,12946540.05,17743,1207498.921546519,11152.5795133205,4094,312860.2761749424,2596.1658121328,13637,894445.5433233507,8553.0803698003,4019,183847.7355353043,0,1484,56453.804135377,0,2535,126588.8514832453,0
2005,Región de Ñuble,3) 50 a 249 trabajadores,242,15244046.21,26253,2423075.27189155,15113.743890737,7279,858940.9125439046,4439.1650776985,18957,1563518.74012099,10671.4121159009,5704,267843.4764465194,0,2146,84581.2661074393,0,3558,182872.4498901881,0
2005,Región de Ñuble,4) 250 o más trabajadores informados,38,22448173.74,23318,3361050.2239147,14586.412120893,10455,1425210.499217689,6789.9979483788,12806,1934976.3454566,7791.830654151,4204,215996.900287238,0,1888,78479.423405125,0,2316,137365.962819311,0
2006,Sin Información,0) Sin trabajadores,1839,33236.55,0,0,0,0,0,0,0,0,0,10,85.65049412859999,0,6,35.7382433712,0,4,49.91225266439999,0
2006,Sin Información,1) 1 a 9 trabajadores,190,*,344,*,281.3332896676,87,11801.873526501,69.66665169619999,257,*,211.6666360637,44,*,0,21,*,0,23,*,0
2006,Sin Información,2) 10 a 49 trabajadores,7,*,134,*,119.74998951,74,18344.1656188,67.249995232,60,*,52.49999332430001,139,*,0,64,*,0,75,*,0
2006,Sin Información,3) 50 a 249 trabajadores,2,*,297,*,255.249961854,164,34481.572266,135.749971394,133,*,119.499988556,298,*,0,114,*,0,184,*,0
2006,Región de Tarapacá,0) Sin trabajadores,10757,15608840.27,0,0,0,0,0,0,0,0,0,5609,151533.7013990152,0,2834,57392.4049693629,0,2775,93818.6509639248,0
2006,Región de Tarapacá,1) 1 a 9 trabajadores,3271,33480262.64,10546,612150.469447779,6778.414375964901,4401,237474.568160421,2920.4157452302,6019,366301.0401625957,3791.4153411255,5179,239272.4235889054,0,2086,97236.1383341692,0,3093,141616.6326264546,0
2006,Región de Tarapacá,2) 10 a 49 trabajadores,1011,43541242.25,20343,1390854.365418533,11390.8281123635,6234,406469.5993097298,3818.5818440607,14003,976721.342272193,7524.5796479717,6149,378298.074693831,0,2261,116471.5560202998,0,3888,260626.9325474029,0
2006,Región de Tarapacá,3) 50 a 249 trabajadores,230,23866780.45,23177,1998884.49715963,12457.3271312701,6170,560225.6225957912,3842.6652174423,16953,1437083.0831025,8598.2452905293,6096,306924.221980833,0,2107,86803.6833925359,0,3989,219779.1789979799,0
2006,Región de Tarapacá,4) 250 o más trabajadores informados,38,49353352.02,19941,3160363.441161,12068.995620778,6296,874293.4947241701,4232.5822319171,13630,2284876.5637279,7831.580146783,7964,667563.55894371,0,3509,250497.863325995,0,4455,416478.108565213,0
2006,Región de Antofagasta,0) Sin trabajadores,19071,15948345.25,0,0,0,0,0,0,0,0,0,11824,320215.6446372908,0,6844,141696.5948613917,0,4980,177832.9671890695,0
2006,Región de Antofagasta,1) 1 a 9 trabajadores,4091,13544540.72,12461,1036964.554998304,7769.9972541883,5248,384980.7605695502,3418.4155468325,7170,650574.7593691671,4336.4150536927,8432,492214.1545684466,0,4193,217775.4625422154,0,4239,273448.7252396967,0
2006,Región de Antofagasta,2) 10 a 49 trabajadores,1335,24301147.53,28498,2898899.880505868,15502.159096551,8942,814024.4965273459,5306.9144710314,19473,2078755.418359886,10168.5779890769,10304,613382.5653201889,0,3987,218571.6483813416,0,6317,393348.5732441958,0
2006,Región de Antofagasta,3) 50 a 249 trabajadores,375,35899315.71,38365,4987291.73588946,20530.1563453468,8013,1099409.539859394,4976.7481439001,30291,3880724.00694289,15534.0749276784,10505,599491.268995534,0,3815,186933.3246335491,0,6690,412051.5015352814,0
2006,Región de Antofagasta,4) 250 o más trabajadores informados,85,223089743.56,52757,11815011.312802,33219.488510094,15682,2770772.55390086,11181.4972436143,37018,9037691.6159987,22024.908061984,12308,861273.520047038,0,5193,303839.5280744151,0,7115,557048.46343698,0
2006,Región de Atacama,0) Sin trabajadores,10376,8877042.969999999,0,0,0,0,0,0,0,0,0,5380,157414.6025079549,0,2510,50151.759112104,0,2870,107261.4810150823,0
2006,Región de Atacama,1) 1 a 9 trabajadores,2288,6147953.42,6976,424336.959148068,4350.331831917,2564,147121.2459692815,1684.7494767871,4421,277032.1348807819,2663.8323512057,3423,177902.3826113245,0,1300,55515.5827994744,0,2123,122386.8009118798,0
2006,Región de Atacama,2) 10 a 49 trabajadores,673,8281453.85,13949,983608.496988306,7116.9961770122,3609,260777.3727258768,2025.7490897201,10307,722152.7329400402,5083.9970970899,3456,197869.6261487493,0,1260,63511.3408920545,0,2196,134256.7354159155,0
2006,Región de Atacama,3) 50 a 249 trabajadores,230,11754115.92,25009,2095828.10091382,10776.0757827651,5492,552708.475850737,2660.8318081243,19473,1542521.01635986,8108.993986366,4261,243970.3804038602,0,1501,71049.7586229705,0,2760,172325.3964617464,0
2006,Región de Atacama,4) 250 o más trabajadores informados,65,83617331.26,38593,5788673.0985854,19832.823352775,9296,1201879.591998604,5382.1646548863,29238,4585026.22229607,14444.158706673,5800,381315.304552911,0,2039,109078.6059858832,0,3761,270744.852344429,0
2006,Región de Coquimbo,0) Sin trabajadores,25543,16608566.03,0,0,0,0,0,0,0,0,0,14064,256214.4434684667,0,6427,90917.3758027453,0,7637,164791.6947660116,0
2006,Región de Coquimbo,1) 1 a 9 trabajadores,5715,16697927.97,16519,1096580.775810546,11502.6635534779,6012,388072.3316659761,4221.165523389,10472,707123.2907222824,7269.6647007567,8104,344043.4125954826,0,3246,131940.1258653772,0,4858,211746.1515151461,0
2006,Región de Coquimbo,2) 10 a 49 trabajadores,1440,22537629.42,30654,2131756.438945477,17038.3255861605,9142,670758.78918834,5218.0810458146,21483,1459718.556430579,11810.7445773389,8243,414084.7057531711,0,3031,143908.2530465847,0,5212,270006.6518686086,0
2006,Región de Coquimbo,3) 50 a 249 trabajadores,468,20959011.55,45890,3837117.353047564,21010.8199768165,13578,1244331.258889923,6621.2462383989,32277,2588341.937150355,14381.073705962,8237,465806.2617181374,0,2765,139251.2248985412,0,5472,326476.1709824774,0
2006,Región de Coquimbo,4) 250 o más trabajadores informados,111,32664239.06,71146,7115991.76359845,34437.980522273,28265,2600514.474997376,14056.2423767144,42828,4510115.04299449,20372.488090563,11681,777574.052005227,0,4662,271814.9838152964,0,7019,505594.3719137197,0
2006,Región de Valparaíso,0) Sin trabajadores,69175,79743883.81,0,0,0,0,0,0,0,0,0,38594,1227840.741245379,0,20165,471186.6278176616,0,18429,749179.1201770961,0
